CASEID,ENQUIRYTYPEID,SUBJECTNAME,REASONNAME,TYPENAME,TITLE,OPENEDDATETIMESTRING,CASESTATUS,ADDRESS,ZIP,CLOSEDDATETIMESTRING,LastUpdateDate,EndDate,EndTime,StartDate,StartTime,LATITUDE,LONGITUDE
5040327,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,13/06/18 17:50,0, , ,13/06/18 23:50,19/02/19 11:18,06/13/2018,05:50 PM,06/13/2018,05:50 PM,30.448835,-97.711622
5040336,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 615LGN - Pct # 3,13/06/18 19:13,0, , ,18/06/18 18:13,19/02/19 11:18,06/13/2018,07:13 PM,06/13/2018,07:13 PM,30.464422,-97.658793
5040350,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 351KMR - Pct # 5,14/06/18 08:06,0, , ,16/06/18 16:06,19/02/19 11:18,06/14/2018,08:06 AM,06/14/2018,08:06 AM,30.467056,-97.695408
5040360,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,14/06/18 08:39,0,BRIGHTON PL,78665,18/06/18 13:39,19/02/19 11:18,06/14/2018,08:39 AM,06/14/2018,08:39 AM,30.527173,-97.642334
5040375,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,14/06/18 09:29,0,MONICA LN,78664,15/06/18 14:29,19/02/19 11:18,06/14/2018,09:29 AM,06/14/2018,09:29 AM,30.485597,-97.635685
5040388,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,14/06/18 10:31,0,BREAUX LN,78664,16/06/18 10:31,19/02/19 11:18,06/14/2018,10:31 AM,06/14/2018,10:31 AM,30.477682,-97.655762
5040416,101001981,Property,Private Property,Exterior Nuisance - Self Service,Ext: Tall Grass,14/06/18 12:52,0, , ,14/06/18 14:52,19/02/19 11:18,06/14/2018,12:52 PM,06/14/2018,12:52 PM,30.444858,-97.631086
5040441,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,14/06/18 14:19,0,WHITE WING WAY,78664,16/06/18 07:19,19/02/19 11:18,06/14/2018,02:19 PM,06/14/2018,02:19 PM,30.503891,-97.673498
5040464,101001981,Property,Private Property,Exterior Nuisance - Self Service,Ext: Tall Grass,14/06/18 15:40,0, , ,19/06/18 10:40,19/02/19 11:18,06/14/2018,03:40 PM,06/14/2018,03:40 PM,30.463533,-97.683859
5040484,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,14/06/18 17:56,0, , ,18/06/18 21:56,19/02/19 11:18,06/14/2018,05:56 PM,06/14/2018,05:56 PM,30.472459,-97.623358
5040546,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,17/06/18 08:35,0,GREENLAWN BLVD,78664,18/06/18 11:35,19/02/19 11:18,06/17/2018,08:35 AM,06/17/2018,08:35 AM,30.478343,-97.666403
5040553,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,17/06/18 08:48,0,CEDAR GROVE CV,78681,21/06/18 03:48,19/02/19 11:18,06/17/2018,08:48 AM,06/17/2018,08:48 AM,30.530722,-97.713391
5040573,101000173,Property,Private Property,Residential Conditions Complaint Tenant,Residential Conditions Complaint Tenant,17/06/18 10:01,0, , ,20/06/18 18:01,19/02/19 11:18,06/17/2018,10:01 AM,06/17/2018,10:01 AM,30.473159,-97.62174
5040582,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,17/06/18 10:23,0,N IH 35 FR,78681,20/06/18 14:23,19/02/19 11:18,06/17/2018,10:23 AM,06/17/2018,10:23 AM,30.552689,-97.695672
5040594,101001981,Property,Private Property,Exterior Nuisance - Self Service,Ext: Tall Grass,17/06/18 11:20,0,CREEK BEND BLVD,78681,19/06/18 22:20,19/02/19 11:18,06/17/2018,11:20 AM,06/17/2018,11:20 AM,30.549971,-97.71027
5040600,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,17/06/18 11:43,0,CHISHOLM TRAIL RD,78681,20/06/18 17:43,19/02/19 11:18,06/17/2018,11:43 AM,06/17/2018,11:43 AM,30.507668,-97.688454
5040602,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN TVH715 - Pct # 4,17/06/18 11:54,0, , ,18/06/18 18:54,19/02/19 11:18,06/17/2018,11:54 AM,06/17/2018,11:54 AM,30.585318,-97.712579
5040604,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 810KLE - Pct # 5,17/06/18 11:55,0,HESTERS CROSSING RD,78681,18/06/18 18:55,19/02/19 11:18,06/17/2018,11:55 AM,06/17/2018,11:55 AM,30.485105,-97.684637
5040610,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,17/06/18 12:26,0, , ,21/06/18 16:26,19/02/19 11:18,06/17/2018,12:26 PM,06/17/2018,12:26 PM,30.447736,-97.691247
5040612,101001981,Property,Private Property,Exterior Nuisance - Self Service,Ext: Tall Grass,17/06/18 12:43,0,WESTVALLEY PL,78665,18/06/18 00:43,19/02/19 11:18,06/17/2018,12:43 PM,06/17/2018,12:43 PM,30.574246,-97.655298
5040655,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,17/06/18 14:32,0, , ,22/06/18 09:32,19/02/19 11:18,06/17/2018,02:32 PM,06/17/2018,02:32 PM,30.439564,-97.656512
5040661,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,17/06/18 14:50,0,RM 1431,78681,22/06/18 10:50,19/02/19 11:18,06/17/2018,02:50 PM,06/17/2018,02:50 PM,30.558086,-97.716659
5040691,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,17/06/18 16:02,0,ARANSAS CV,78664,18/06/18 15:02,19/02/19 11:18,06/17/2018,04:02 PM,06/17/2018,04:02 PM,30.533432,-97.65538
5040704,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: NC AHK9591 - Pct # 3,17/06/18 16:46,0,W PFLUGERVILLE PKWY,78664,21/06/18 16:46,19/02/19 11:18,06/17/2018,04:46 PM,06/17/2018,04:46 PM,30.47195,-97.65949
5040716,101000039,Streets,Traffic Signal / Signs,Traffic Signal Timing Issue,Traffic Signal Timing Issue,17/06/18 17:27,0,RAY BERGLUND BLVD,78665,22/06/18 08:27,19/02/19 11:18,06/17/2018,05:27 PM,06/17/2018,05:27 PM,30.503444,-97.647955
5040732,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,17/06/18 18:39,0,LASSO DR,78681,22/06/18 12:39,19/02/19 11:18,06/17/2018,06:39 PM,06/17/2018,06:39 PM,30.486682,-97.687259
5040768,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,18/06/18 08:47,0,ABBEY RD,78681,22/06/18 12:47,19/02/19 11:18,06/18/2018,08:47 AM,06/18/2018,08:47 AM,30.497555,-97.69191
5040783,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN ZPJ901 - Pct # 3,18/06/18 09:20,0,MONICA LN,78664,23/06/18 00:20,19/02/19 11:18,06/18/2018,09:20 AM,06/18/2018,09:20 AM,30.484658,-97.632495
5040793,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish Veg,18/06/18 10:15,0, , ,23/06/18 04:15,19/02/19 11:18,06/18/2018,10:15 AM,06/18/2018,10:15 AM,30.460292,-97.68257
5040841,101000167,Property,Private Property,Exterior Nuisance Complaint,Exterior Nuisance Complaint,18/06/18 12:32,0,HALEYS WAY,78665,21/06/18 04:32,19/02/19 11:18,06/18/2018,12:32 PM,06/18/2018,12:32 PM,30.562196,-97.672424
5040883,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,18/06/18 15:06,0, , ,19/06/18 10:06,19/02/19 11:18,06/18/2018,03:06 PM,06/18/2018,03:06 PM,30.455594,-97.634194
5040890,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,18/06/18 15:24,0,S IH 35 FR,78664,20/06/18 16:24,19/02/19 11:18,06/18/2018,03:24 PM,06/18/2018,03:24 PM,30.496881,-97.679176
5040895,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 704KWX - Pct # 3,18/06/18 15:31,0,GLENN DR,78664,18/06/18 18:31,19/02/19 11:18,06/18/2018,03:31 PM,06/18/2018,03:31 PM,30.467209,-97.649897
5040903,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,18/06/18 16:26,0, , ,19/06/18 08:26,19/02/19 11:18,06/18/2018,04:26 PM,06/18/2018,04:26 PM,30.443542,-97.612742
5040929,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 889KME - Pct # 4,18/06/18 19:02,0,N MAYS ST,78665,23/06/18 05:02,19/02/19 11:18,06/18/2018,07:02 PM,06/18/2018,07:02 PM,30.537474,-97.68827
5040939,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,19/06/18 08:06,0,SH 45,78728,21/06/18 13:06,19/02/19 11:18,06/19/2018,08:06 AM,06/19/2018,08:06 AM,30.479618,-97.680869
5040945,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,04/04/18 11:45,0, , ,04/04/18 22:45,19/02/19 11:18,04/04/2018,11:45 AM,04/04/2018,11:45 AM,30.474162,-97.731413
5040950,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,04/04/18 12:08,0, , ,05/04/18 17:08,19/02/19 11:18,04/04/2018,12:08 PM,04/04/2018,12:08 PM,30.443953,-97.670336
5040951,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN SHJ241 - Pct # 2,04/04/18 12:23,0,AVERY-NELSON PKWY,78665,04/04/18 19:23,19/02/19 11:18,04/04/2018,12:23 PM,04/04/2018,12:23 PM,30.556459,-97.652581
5040958,101000173,Property,Private Property,Residential Conditions Complaint Tenant,Residential Conditions Complaint Tenant,04/04/18 13:31,0,CREEK BEND BLVD,78681,09/04/18 05:31,19/02/19 11:18,04/04/2018,01:31 PM,04/04/2018,01:31 PM,30.537524,-97.712078
5041006,101000323,Public Safety,Police,Suspicious Activity,Police Suspicious Activity,04/04/18 17:40,0,PARKER DR,78728,05/04/18 01:40,19/02/19 11:18,04/04/2018,05:40 PM,04/04/2018,05:40 PM,30.475846,-97.679341
5041010,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,04/04/18 18:22,0, , ,08/04/18 21:22,19/02/19 11:18,04/04/2018,06:22 PM,04/04/2018,06:22 PM,30.447438,-97.67447
5041038,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,05/04/18 09:28,0,MICHAEL ANGELO WAY,78728,07/04/18 23:28,19/02/19 11:18,04/05/2018,09:28 AM,04/05/2018,09:28 AM,30.466258,-97.681818
5041055,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,05/04/18 11:31,0, , ,06/04/18 02:31,19/02/19 11:18,04/05/2018,11:31 AM,04/05/2018,11:31 AM,30.445273,-97.717536
5041105,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,05/04/18 14:06,0, , ,07/04/18 18:06,19/02/19 11:18,04/05/2018,02:06 PM,04/05/2018,02:06 PM,30.468159,-97.611512
5041106,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,05/04/18 14:07,0, , ,05/04/18 17:07,19/02/19 11:18,04/05/2018,02:07 PM,04/05/2018,02:07 PM,30.458998,-97.673586
5041109,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,05/04/18 14:12,0,CYPRESS CV,78665,07/04/18 19:12,19/02/19 11:18,04/05/2018,02:12 PM,04/05/2018,02:12 PM,30.550584,-97.686837
5041117,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,05/04/18 14:18,0,LAKE DR,78665,06/04/18 11:18,19/02/19 11:18,04/05/2018,02:18 PM,04/05/2018,02:18 PM,30.545654,-97.668398
5041121,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,05/04/18 14:22,0,LAKESIDE LOOP,78665,08/04/18 18:22,19/02/19 11:18,04/05/2018,02:22 PM,04/05/2018,02:22 PM,30.547332,-97.660184
5041134,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,05/04/18 14:33,0,HAIRY MAN RD,78681,06/04/18 00:33,19/02/19 11:18,04/05/2018,02:33 PM,04/05/2018,02:33 PM,30.522879,-97.712361
5041140,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,05/04/18 14:39,0,MESA VERDE DR,78681,08/04/18 15:39,19/02/19 11:18,04/05/2018,02:39 PM,04/05/2018,02:39 PM,30.543434,-97.706334
5041150,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,05/04/18 14:44,0,W MESSICK LOOP,78681,07/04/18 23:44,19/02/19 11:18,04/05/2018,02:44 PM,04/05/2018,02:44 PM,30.487906,-97.702887
5041151,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,05/04/18 14:44,0,WYOMING SPRINGS DR,78681,08/04/18 12:44,19/02/19 11:18,04/05/2018,02:44 PM,04/05/2018,02:44 PM,30.552426,-97.713369
5041171,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,05/04/18 15:05,0, , ,08/04/18 05:05,19/02/19 11:18,04/05/2018,03:05 PM,04/05/2018,03:05 PM,30.466612,-97.629003
5041180,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,05/04/18 16:49,0,DELL WAY,78664,06/04/18 04:49,19/02/19 11:18,04/05/2018,04:49 PM,04/05/2018,04:49 PM,30.488434,-97.668179
5041187,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 712HPZ - Pct #,05/04/18 17:04,0,MCNEIL RD,78664,10/04/18 13:04,19/02/19 11:18,04/05/2018,05:04 PM,04/05/2018,05:04 PM,30.50605,-97.678608
5041189,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,05/04/18 17:23,0, , ,07/04/18 03:23,19/02/19 11:18,04/05/2018,05:23 PM,04/05/2018,05:23 PM,30.447035,-97.711603
5041196,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 354ajr - Pct # 3,05/04/18 17:37,0, , ,07/04/18 21:37,19/02/19 11:18,04/05/2018,05:37 PM,04/05/2018,05:37 PM,30.470921,-97.622996
5041214,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,06/04/18 08:37,0,SERVICE,78628,08/04/18 16:37,19/02/19 11:18,04/06/2018,08:37 AM,04/06/2018,08:37 AM,30.571531,-97.704404
5041273,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,06/04/18 14:28,0, , ,09/04/18 15:28,19/02/19 11:18,04/06/2018,02:28 PM,04/06/2018,02:28 PM,30.451706,-97.700903
5041274,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,06/04/18 14:32,0,LASSO DR,78681,07/04/18 10:32,19/02/19 11:18,04/06/2018,02:32 PM,04/06/2018,02:32 PM,30.488442,-97.688509
5041337,101000171,Property,Private Property,Residential Conditions Complaint HOD,Residential Conditions Complaint HOD,09/04/18 10:13,0, , ,13/04/18 07:13,19/02/19 11:18,04/09/2018,10:13 AM,04/09/2018,10:13 AM,30.452938,-97.626226
5041343,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 125ERV - Pct # 3,09/04/18 10:54,0, , ,10/04/18 16:54,19/02/19 11:18,04/09/2018,10:54 AM,04/09/2018,10:54 AM,30.465884,-97.654943
5041388,101000040,Streets,Traffic Signal / Signs,Traffic Signal Trouble,Traffic Signal Trouble,09/04/18 13:39,0, , ,12/04/18 10:39,19/02/19 11:18,04/09/2018,01:39 PM,04/09/2018,01:39 PM,30.452407,-97.693769
5041406,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish  Vehicle,09/04/18 15:58,0,CR 172,78681,11/04/18 04:58,19/02/19 11:18,04/09/2018,03:58 PM,04/09/2018,03:58 PM,30.469874,-97.692133
5041408,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,09/04/18 16:07,0, , ,14/04/18 02:07,19/02/19 11:18,04/09/2018,04:07 PM,04/09/2018,04:07 PM,30.467456,-97.634708
5041420,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,09/04/18 17:31,0, , ,11/04/18 18:31,19/02/19 11:18,04/09/2018,05:31 PM,04/09/2018,05:31 PM,30.437086,-97.610992
5041467,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,10/04/18 11:11,0,N IH 35 FR,78681,12/04/18 08:11,19/02/19 11:18,04/10/2018,11:11 AM,04/10/2018,11:11 AM,30.565275,-97.694434
5041474,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: - Pct #,10/04/18 12:01,0,CHISHOLM TRAIL RD,78681,14/04/18 12:01,19/02/19 11:18,04/10/2018,12:01 PM,04/10/2018,12:01 PM,30.532059,-97.697072
5041478,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,10/04/18 13:12,0, , ,12/04/18 01:12,19/02/19 11:18,04/10/2018,01:12 PM,04/10/2018,01:12 PM,30.470587,-97.635073
5041479,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,10/04/18 13:25,0, , ,12/04/18 19:25,19/02/19 11:18,04/10/2018,01:25 PM,04/10/2018,01:25 PM,30.457993,-97.668125
5041497,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,10/04/18 14:03,0,W LOUIS HENNA BLVD,78681,15/04/18 08:03,19/02/19 11:18,04/10/2018,02:03 PM,04/10/2018,02:03 PM,30.480067,-97.687638
5041506,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,10/04/18 14:30,0, , ,12/04/18 02:30,19/02/19 11:18,04/10/2018,02:30 PM,04/10/2018,02:30 PM,30.472043,-97.637274
5041510,101000173,Property,Private Property,Residential Conditions Complaint Tenant,Residential Conditions Complaint Tenant,10/04/18 15:06,0,CLEARVIEW LOOP,78664,14/04/18 12:06,19/02/19 11:18,04/10/2018,03:06 PM,04/10/2018,03:06 PM,30.501774,-97.662916
5041522,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,10/04/18 16:11,0, , ,13/04/18 13:11,19/02/19 11:18,04/10/2018,04:11 PM,04/10/2018,04:11 PM,30.465202,-97.72821
5041533,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 821HAJ - Pct #,10/04/18 17:31,0,SERVICE,78665,12/04/18 12:31,19/02/19 11:18,04/10/2018,05:31 PM,04/10/2018,05:31 PM,30.528607,-97.632821
5041538,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,10/04/18 17:57,0, , ,12/04/18 10:57,19/02/19 11:18,04/10/2018,05:57 PM,04/10/2018,05:57 PM,30.471421,-97.61607
5041618,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,11/04/18 13:50,0,HARRELL PKWY,78665,13/04/18 08:50,19/02/19 11:18,04/11/2018,01:50 PM,04/11/2018,01:50 PM,30.528528,-97.634095
5041621,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,11/04/18 13:55,0,HARRELL PKWY,78665,13/04/18 18:55,19/02/19 11:18,04/11/2018,01:55 PM,04/11/2018,01:55 PM,30.529581,-97.633325
5041664,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 735GMN - Pct #,12/04/18 07:27,0,BECKWOOD TRL,78665,17/04/18 04:27,19/02/19 11:18,04/12/2018,07:27 AM,04/12/2018,07:27 AM,30.534863,-97.6499
5041694,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,12/04/18 10:44,0,COLLINGWOOD DR,78665,15/04/18 19:44,19/02/19 11:18,04/12/2018,10:44 AM,04/12/2018,10:44 AM,30.515811,-97.630066
5041700,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MRIVER - Pct #,12/04/18 11:01,0,GREENBRIAR CT,78664,15/04/18 00:01,19/02/19 11:18,04/12/2018,11:01 AM,04/12/2018,11:01 AM,30.499498,-97.667338
5041749,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,12/04/18 14:14,0, , ,14/04/18 19:14,19/02/19 11:18,04/12/2018,02:14 PM,04/12/2018,02:14 PM,30.459958,-97.718916
5041752,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish Veg    Other,12/04/18 14:25,0, , ,15/04/18 19:25,19/02/19 11:18,04/12/2018,02:25 PM,04/12/2018,02:25 PM,30.57516,-97.713147
5041756,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Vehicle,12/04/18 14:50,0,WYOMING SPRINGS DR,78681,15/04/18 16:50,19/02/19 11:18,04/12/2018,02:50 PM,04/12/2018,02:50 PM,30.550552,-97.710272
5041759,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,12/04/18 15:08,0,SERVICE,78628,13/04/18 05:08,19/02/19 11:18,04/12/2018,03:08 PM,04/12/2018,03:08 PM,30.584184,-97.692202
5041767,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,12/04/18 15:19,0,TEXOMA DR,78664,12/04/18 22:19,19/02/19 11:18,04/12/2018,03:19 PM,04/12/2018,03:19 PM,30.479479,-97.651936
5041776,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 936GVT - Pct #,12/04/18 15:31,0,E PALM VALLEY BLVD,78664,16/04/18 22:31,19/02/19 11:18,04/12/2018,03:31 PM,04/12/2018,03:31 PM,30.51978,-97.674671
5041778,101000381,Animal Related,Animal Control,Animal Complaint - Public Health,Animal Complaint - Public Health,12/04/18 15:38,0,HIGH COTTON WAY,78664,13/04/18 18:38,19/02/19 11:18,04/12/2018,03:38 PM,04/12/2018,03:38 PM,30.492548,-97.619157
5041824,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 527HJN - Pct # 5,13/04/18 07:56,0, , ,17/04/18 00:56,19/02/19 11:18,04/13/2018,07:56 AM,04/13/2018,07:56 AM,30.437159,-97.718339
